21:12:06:16:39:04,19,"{20: 0, 19: 1, 18: 1, 17: 1, 16: 1, 15: 1, 14: 1, 13: 1, 12: 1, 11: 1, 10: 1, 9: 1, 8: 1, 7: 1, 6: 1, 5: 1, 4: 1, 3: 1, 2: 1, 1: 1}","{19: 465, 18: 433, 17: 407, 16: 361, 15: 331, 14: 295, 13: 260, 12: 243, 11: 230, 10: 210, 9: 192, 8: 185, 7: 163, 6: 142, 5: 126, 4: 106, 3: 74, 2: 59, 1: 50}"
21:12:06:16:39:05,19,"{20: 0, 19: 1, 18: 1, 17: 1, 16: 1, 15: 1, 14: 1, 13: 1, 12: 1, 11: 1, 10: 1, 9: 1, 8: 1, 7: 1, 6: 1, 5: 1, 4: 1, 3: 1, 2: 1, 1: 1}","{19: 465, 18: 433, 17: 407, 16: 361, 15: 331, 14: 295, 13: 259, 12: 243, 11: 230, 10: 210, 9: 192, 8: 185, 7: 163, 6: 143, 5: 126, 4: 106, 3: 74, 2: 59, 1: 50}"
21:12:06:16:39:05,19,"{20: 0, 19: 1, 18: 1, 17: 1, 16: 1, 15: 1, 14: 1, 13: 1, 12: 1, 11: 1, 10: 1, 9: 1, 8: 1, 7: 1, 6: 1, 5: 1, 4: 1, 3: 1, 2: 1, 1: 1}","{19: 465, 18: 433, 17: 407, 16: 361, 15: 331, 14: 295, 13: 260, 12: 243, 11: 231, 10: 210, 9: 192, 8: 185, 7: 163, 6: 142, 5: 126, 4: 106, 3: 74, 2: 59, 1: 50}"
21:12:06:16:39:05,19,"{20: 0, 19: 1, 18: 1, 17: 1, 16: 1, 15: 1, 14: 1, 13: 1, 12: 1, 11: 1, 10: 1, 9: 1, 8: 1, 7: 1, 6: 1, 5: 1, 4: 1, 3: 1, 2: 1, 1: 1}","{19: 465, 18: 432, 17: 407, 16: 362, 15: 331, 14: 295, 13: 260, 12: 244, 11: 229, 10: 210, 9: 192, 8: 185, 7: 163, 6: 143, 5: 126, 4: 106, 3: 74, 2: 59, 1: 50}"
21:12:06:16:39:05,19,"{20: 0, 19: 1, 18: 1, 17: 1, 16: 1, 15: 1, 14: 1, 13: 1, 12: 1, 11: 1, 10: 1, 9: 1, 8: 1, 7: 1, 6: 1, 5: 1, 4: 1, 3: 1, 2: 1, 1: 1}","{19: 465, 18: 433, 17: 406, 16: 362, 15: 330, 14: 295, 13: 260, 12: 243, 11: 229, 10: 210, 9: 192, 8: 185, 7: 163, 6: 143, 5: 126, 4: 107, 3: 75, 2: 59, 1: 50}"
21:12:06:16:39:05,19,"{20: 0, 19: 1, 18: 1, 17: 1, 16: 1, 15: 1, 14: 1, 13: 1, 12: 1, 11: 1, 10: 1, 9: 1, 8: 1, 7: 1, 6: 1, 5: 1, 4: 1, 3: 1, 2: 1, 1: 1}","{19: 465, 18: 433, 17: 407, 16: 362, 15: 331, 14: 295, 13: 260, 12: 243, 11: 229, 10: 210, 9: 192, 8: 185, 7: 164, 6: 142, 5: 126, 4: 107, 3: 74, 2: 59, 1: 50}"
21:12:06:16:39:05,19,"{20: 0, 19: 1, 18: 1, 17: 1, 16: 1, 15: 1, 14: 1, 13: 1, 12: 1, 11: 1, 10: 1, 9: 1, 8: 1, 7: 1, 6: 1, 5: 1, 4: 1, 3: 1, 2: 1, 1: 1}","{19: 465, 18: 433, 17: 406, 16: 362, 15: 331, 14: 295, 13: 260, 12: 243, 11: 229, 10: 211, 9: 192, 8: 186, 7: 164, 6: 142, 5: 126, 4: 107, 3: 75, 2: 60, 1: 50}"
21:12:06:16:39:05,19,"{20: 0, 19: 1, 18: 1, 17: 1, 16: 1, 15: 1, 14: 1, 13: 1, 12: 1, 11: 1, 10: 1, 9: 1, 8: 1, 7: 1, 6: 1, 5: 1, 4: 1, 3: 1, 2: 1, 1: 1}","{19: 465, 18: 434, 17: 407, 16: 362, 15: 331, 14: 295, 13: 260, 12: 244, 11: 229, 10: 211, 9: 192, 8: 186, 7: 162, 6: 142, 5: 126, 4: 106, 3: 74, 2: 60, 1: 50}"
21:12:06:16:39:05,19,"{20: 0, 19: 1, 18: 1, 17: 1, 16: 1, 15: 1, 14: 1, 13: 1, 12: 1, 11: 1, 10: 1, 9: 1, 8: 1, 7: 1, 6: 1, 5: 1, 4: 1, 3: 1, 2: 1, 1: 1}","{19: 465, 18: 433, 17: 407, 16: 362, 15: 331, 14: 295, 13: 260, 12: 243, 11: 229, 10: 211, 9: 192, 8: 185, 7: 164, 6: 142, 5: 126, 4: 107, 3: 74, 2: 59, 1: 50}"
21:12:06:16:39:05,19,"{20: 0, 19: 1, 18: 1, 17: 1, 16: 1, 15: 1, 14: 1, 13: 1, 12: 1, 11: 1, 10: 1, 9: 1, 8: 1, 7: 1, 6: 1, 5: 1, 4: 1, 3: 1, 2: 1, 1: 1}","{19: 465, 18: 432, 17: 406, 16: 361, 15: 331, 14: 295, 13: 260, 12: 244, 11: 231, 10: 210, 9: 192, 8: 185, 7: 163, 6: 142, 5: 126, 4: 107, 3: 74, 2: 59, 1: 50}"
21:12:06:16:39:05,19,"{20: 0, 19: 1, 18: 1, 17: 1, 16: 1, 15: 1, 14: 1, 13: 1, 12: 1, 11: 1, 10: 1, 9: 1, 8: 1, 7: 1, 6: 1, 5: 1, 4: 1, 3: 1, 2: 1, 1: 1}","{19: 465, 18: 434, 17: 407, 16: 362, 15: 331, 14: 295, 13: 260, 12: 244, 11: 229, 10: 210, 9: 192, 8: 186, 7: 164, 6: 142, 5: 126, 4: 107, 3: 74, 2: 60, 1: 50}"
21:12:06:16:39:05,19,"{20: 0, 19: 1, 18: 1, 17: 1, 16: 1, 15: 1, 14: 1, 13: 1, 12: 1, 11: 1, 10: 1, 9: 1, 8: 1, 7: 1, 6: 1, 5: 1, 4: 1, 3: 1, 2: 1, 1: 1}","{19: 465, 18: 433, 17: 406, 16: 361, 15: 331, 14: 295, 13: 260, 12: 244, 11: 229, 10: 210, 9: 192, 8: 186, 7: 163, 6: 142, 5: 126, 4: 106, 3: 75, 2: 59, 1: 50}"
21:12:06:16:39:05,19,"{20: 0, 19: 1, 18: 1, 17: 1, 16: 1, 15: 1, 14: 1, 13: 1, 12: 1, 11: 1, 10: 1, 9: 1, 8: 1, 7: 1, 6: 1, 5: 1, 4: 1, 3: 1, 2: 1, 1: 1}","{19: 465, 18: 434, 17: 406, 16: 362, 15: 330, 14: 295, 13: 260, 12: 243, 11: 229, 10: 210, 9: 192, 8: 186, 7: 163, 6: 142, 5: 126, 4: 107, 3: 74, 2: 60, 1: 50}"
21:12:06:16:39:06,19,"{20: 0, 19: 1, 18: 1, 17: 1, 16: 1, 15: 1, 14: 1, 13: 1, 12: 1, 11: 1, 10: 1, 9: 1, 8: 1, 7: 1, 6: 1, 5: 1, 4: 1, 3: 1, 2: 1, 1: 1}","{19: 465, 18: 434, 17: 406, 16: 362, 15: 330, 14: 295, 13: 260, 12: 243, 11: 229, 10: 211, 9: 192, 8: 186, 7: 164, 6: 142, 5: 126, 4: 107, 3: 74, 2: 60, 1: 50}"
21:12:06:16:39:06,19,"{20: 0, 19: 1, 18: 1, 17: 1, 16: 1, 15: 1, 14: 1, 13: 1, 12: 1, 11: 1, 10: 1, 9: 1, 8: 1, 7: 1, 6: 1, 5: 1, 4: 1, 3: 1, 2: 1, 1: 1}","{19: 465, 18: 433, 17: 406, 16: 362, 15: 331, 14: 295, 13: 260, 12: 244, 11: 229, 10: 210, 9: 192, 8: 185, 7: 163, 6: 142, 5: 126, 4: 106, 3: 74, 2: 59, 1: 50}"
21:12:06:16:39:06,19,"{20: 0, 19: 1, 18: 1, 17: 1, 16: 1, 15: 1, 14: 1, 13: 1, 12: 1, 11: 1, 10: 1, 9: 1, 8: 1, 7: 1, 6: 1, 5: 1, 4: 1, 3: 1, 2: 1, 1: 1}","{19: 465, 18: 434, 17: 407, 16: 362, 15: 331, 14: 295, 13: 260, 12: 244, 11: 229, 10: 210, 9: 192, 8: 186, 7: 164, 6: 142, 5: 126, 4: 107, 3: 74, 2: 60, 1: 50}"
21:12:06:16:39:06,19,"{20: 0, 19: 1, 18: 1, 17: 1, 16: 1, 15: 1, 14: 1, 13: 1, 12: 1, 11: 1, 10: 1, 9: 1, 8: 1, 7: 1, 6: 1, 5: 1, 4: 1, 3: 1, 2: 1, 1: 1}","{19: 465, 18: 433, 17: 407, 16: 361, 15: 331, 14: 295, 13: 260, 12: 243, 11: 231, 10: 210, 9: 192, 8: 185, 7: 164, 6: 142, 5: 126, 4: 107, 3: 74, 2: 60, 1: 50}"
21:12:06:16:39:06,19,"{20: 0, 19: 1, 18: 1, 17: 1, 16: 1, 15: 1, 14: 1, 13: 1, 12: 1, 11: 1, 10: 1, 9: 1, 8: 1, 7: 1, 6: 1, 5: 1, 4: 1, 3: 1, 2: 1, 1: 1}","{19: 465, 18: 432, 17: 406, 16: 361, 15: 331, 14: 295, 13: 260, 12: 243, 11: 229, 10: 210, 9: 192, 8: 185, 7: 164, 6: 142, 5: 126, 4: 107, 3: 74, 2: 59, 1: 50}"
21:12:06:16:39:06,19,"{20: 0, 19: 1, 18: 1, 17: 1, 16: 1, 15: 1, 14: 1, 13: 1, 12: 1, 11: 1, 10: 1, 9: 1, 8: 1, 7: 1, 6: 1, 5: 1, 4: 1, 3: 1, 2: 1, 1: 1}","{19: 465, 18: 434, 17: 407, 16: 362, 15: 331, 14: 295, 13: 260, 12: 243, 11: 229, 10: 211, 9: 192, 8: 186, 7: 163, 6: 142, 5: 126, 4: 107, 3: 74, 2: 60, 1: 50}"
21:12:06:16:39:06,19,"{20: 0, 19: 1, 18: 1, 17: 1, 16: 1, 15: 1, 14: 1, 13: 1, 12: 1, 11: 1, 10: 1, 9: 1, 8: 1, 7: 1, 6: 1, 5: 1, 4: 1, 3: 1, 2: 1, 1: 1}","{19: 465, 18: 433, 17: 406, 16: 362, 15: 331, 14: 295, 13: 260, 12: 243, 11: 229, 10: 210, 9: 192, 8: 186, 7: 163, 6: 142, 5: 126, 4: 107, 3: 74, 2: 60, 1: 50}"
21:12:06:16:39:06,19,"{20: 0, 19: 1, 18: 1, 17: 1, 16: 1, 15: 1, 14: 1, 13: 1, 12: 1, 11: 1, 10: 1, 9: 1, 8: 1, 7: 1, 6: 1, 5: 1, 4: 1, 3: 1, 2: 1, 1: 1}","{19: 465, 18: 434, 17: 406, 16: 362, 15: 331, 14: 295, 13: 260, 12: 243, 11: 229, 10: 210, 9: 192, 8: 186, 7: 163, 6: 142, 5: 126, 4: 107, 3: 74, 2: 60, 1: 50}"
21:12:06:16:39:06,19,"{20: 0, 19: 1, 18: 1, 17: 1, 16: 1, 15: 1, 14: 1, 13: 1, 12: 1, 11: 1, 10: 1, 9: 1, 8: 1, 7: 1, 6: 1, 5: 1, 4: 1, 3: 1, 2: 1, 1: 1}","{19: 465, 18: 433, 17: 406, 16: 362, 15: 331, 14: 295, 13: 260, 12: 243, 11: 229, 10: 210, 9: 192, 8: 185, 7: 163, 6: 142, 5: 126, 4: 107, 3: 74, 2: 60, 1: 50}"
